﻿episode_id,person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,slot,source,tier,week,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,fame_score,composite_score,fame_score_updated_at,episode_fame_tier,episode_fame_score,episode_fame_score_updated_at,人生の節目タグ,記憶性スコア,共感性スコア,意外性スコア,生成品質スコア,教育的価値,ストーリー品質,事実密度,category_original,historical_significance_score,verifiability_score,cultural_impact_score,essential_insight_score,temporal_permanence_score,episode_importance_score,is_highlight,highlight_rank,highlight_selection_method,事実密度_float,priority_score,impressiveness_score,年代,episode_fame_score_original,教育的価値_original,ストーリー品質_original,事実密度_original,episode_id_original,birth_year,target_age,surprise_score,name_raw,title,affiliation,display_name_original,﻿episode_id,﻿episode_id.1
,PC302D12,堀江貴文,,18,ビジネス,301,あなたと同じ18歳のとき、堀江貴文は福岡県久留米市から上京し、東京大学文科三類に入学しました。地方から出てきた彼は、東京の刺激的な環境に触れ、大学の授業よりも自分の興味のあることに没頭する日々を送りました。特にコンピュータとインターネットに強い関心を持ち、当時まだ一般的ではなかったインターネットの可能性を敏感に感じ取っていました。受験勉強で培った集中力を、今度は自分の好奇心の赴くままに発揮し、プログラミングやビジネスの勉強に熱中しました。既存の枠組みにとらわれず、自分の直感を信じて行動する姿勢は、この頃から芽生えていたのです。大学入学は彼にとって、単なるゴールではなく、新しい挑戦の始まりでした。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:42:14,,,,AWARD,,7.0,87.14285714285714,,,7.0,,若き挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,ビジネス,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,PBEA4F1F,マララ・ユスフザイ,,18,政治・社会,275,あなたと同じ18歳のとき、マララ・ユスフザイはノーベル平和賞を史上最年少で受賞しました。その3年前、わずか15歳のときにタリバンに銃撃され、奇跡的に一命を取り留めた彼女は、恐怖に屈することなく教育の権利を訴え続けました。授賞式のスピーチで彼女は「一人の子ども、一人の教師、一冊の本、一本のペンが世界を変えられる」と力強く語りました。同世代の多くが進路に悩む年齢で、彼女は世界中の子どもたちの未来のために闘っていたのです。命の危険を冒してまで信念を貫いた勇気は、年齢に関係なく、正しいと信じることのために声を上げることの大切さを私たちに教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:42:22,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,政治・社会,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P0622615,グレタ・トゥーンベリ,,18,政治・社会,309,あなたと同じ18歳のとき、グレタ・トゥーンベリは世界を変える行動を起こしていました。2018年8月、当時15歳だった彼女は、たった一人でスウェーデン議会前に座り込み、「気候のための学校ストライキ」と書いたプラカードを掲げました。最初は誰も注目しませんでしたが、彼女は毎週金曜日に学校を休んで抗議を続けました。この勇気ある行動は次第に世界中の若者たちに広がり、「Fridays For Future（未来のための金曜日）」運動へと発展。一人の少女の決意が、数百万人の若者を動かす世界的なムーブメントとなったのです。「あなたたちは私たちの未来を奪っている」という彼女の言葉は、大人たちに気候変動への真剣な対応を迫りました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:42:30,,,,AWARD,,7.0,87.14285714285714,,,7.0,,若き挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,政治・社会,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,PDB8672B,安室奈美恵,,19,エンターテイメント,267,あなたと同じ19歳のとき、安室奈美恵は音楽活動の大きな転機を迎えていました。沖縄のアクターズスクール出身の彼女は、スーパーモンキーズのメインボーカルとして、1992年にメジャーデビューを果たします。当時、まだ10代だった彼女は、地元沖縄から東京へと活動の場を移し、慣れない環境の中で必死に歌とダンスの技術を磨き続けました。グループでの活動を通じて、プロとしての厳しさや仲間との絆を学びながら、後のソロアーティストとしての基礎を築いていった時期です。若くして夢を追いかけ、故郷を離れて挑戦する姿は、多くの同世代の若者に勇気を与えました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:42:37,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,エンターテイメント,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,PC95663B,長渕剛,,19,音楽,267,あなたと同じ19歳のとき、長渕剛は鹿児島から上京し、横浜の大学に通いながらアマチュアバンド活動に打ち込んでいました。当時は喫茶店やライブハウスで演奏する日々を送り、フォークソングに情熱を注いでいました。まだ無名の若者でしたが、ギターを抱えて自作の曲を歌い続ける彼には、強い信念がありました。地方出身者として都会で夢を追う不安と葛藤を抱えながらも、音楽への純粋な想いを貫き通したこの時期の経験が、後の「とんぼ」や「順子」といった名曲を生み出す原点となりました。若き日の彼の姿は、夢に向かって一歩ずつ前進することの大切さを教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:42:45,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P91861F7,尾崎豊,,15,音楽,317,あなたと同じ15歳のとき、尾崎豊は高校1年生でレコードデビューを果たしました。練馬区の高校に通いながら、放課後は音楽活動に打ち込む日々。学校の規則や管理教育に疑問を感じ、その思いを曲に込めました。デビュー曲「15の夜」は、自分と同世代の若者たちが抱える葛藤や自由への渇望を歌い上げ、多くの10代の心を掴みました。授業中も歌詞を考え、ノートに詩を書き続けた尾崎。普通の高校生として学校に通いながら、プロのミュージシャンとして活動する二重生活は決して楽ではありませんでしたが、自分の感じる痛みや怒りを音楽で表現することに全力を注ぎました。同年代の誰もが感じる「大人への反発」と「自分らしさの探求」を、彼は歌という形で世に問いかけたのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:42:53,,,,AWARD,,7.0,87.14285714285714,,,7.0,,若き挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,音楽,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,PA88F05B,hide,,15,音楽,278,あなたと同じ15歳のとき、hideは横須賀の高校に通いながら、ギターへの情熱を燃やしていました。当時、洋楽ロックに夢中だった彼は、放課後になると自室にこもり、憧れのギタリストのフレーズを何時間も練習する日々を送っていました。学校では目立たない存在でしたが、音楽への探究心は人一倍強く、アルバイトで貯めたお金を楽器や機材に注ぎ込んでいました。この時期の地道な練習と音楽への献身が、後に彼を日本を代表するギタリストへと成長させる土台となりました。若き日のhideの姿は、好きなことに打ち込む大切さと、夢に向かって努力し続けることの意義を私たちに教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:43:01,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P10323A2,浜崎あゆみ,,16,音楽,283,あなたと同じ16歳のとき、浜崎あゆみは東京で一人暮らしをしながら、モデルやバックダンサーとして活動していました。福岡から中学生で上京し、芸能界で生き抜こうと必死だった彼女は、当時まだ無名で、将来への不安を抱えながらも夢を諦めませんでした。そんな中、後にプロデューサーとなる松浦勝人氏と運命的な出会いを果たします。彼女の歌の才能を見出した松浦氏の誘いで、ボイストレーニングを開始。最初は自信がなく、何度も挫折しそうになりましたが、「自分の言葉で歌いたい」という強い想いを持ち続けました。この10代での孤独な挑戦と努力が、後の日本を代表する歌姫への第一歩となったのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:43:09,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P3D3C0A3,GACKT,,18,音楽,283,あなたと同じ18歳のとき、GACKTは音楽の道を本格的に歩み始めていました。京都でバンド活動を続けていた彼は、1995年にヴィジュアル系バンドMALICE MIZERへの加入という大きな転機を迎えます。それまで地元で活動していた若者が、突如として注目されるバンドのボーカリストとなったのです。独特の世界観を持つこのバンドで、GACKTは自らの音楽性と表現力を磨き上げていきました。10代の終わりに掴んだこのチャンスは、後の彼のソロアーティストとしての成功の礎となります。夢を追い続け、訪れた機会を確実に掴み取った彼の姿勢は、若い世代に勇気を与える物語となっています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:43:17,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,PEF7C51E,YOSHIKI,,17,音楽,295,あなたと同じ17歳のとき、YOSHIKIは高校の同級生たちとロックバンド「X」（後のX JAPAN）を結成しました。幼少期からクラシックピアノを学んでいた彼は、父の死をきっかけに音楽に救いを求め、ドラムという激しい表現方法を選びました。当時、千葉の高校に通いながら、幼馴染のToshiを誘ってバンド活動を本格化。学業と音楽の両立に悩みながらも、「いつか日本の音楽シーンを変える」という強い信念を持ち続けました。放課後は音楽スタジオに通い詰め、週末はライブハウスで演奏する日々。若き日のYOSHIKIの情熱と行動力は、夢を追いかけるすべての若者に、年齢は挑戦の障壁ではないことを示しています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:43:25,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P8C15652,椎名林檎,,15,音楽,264,あなたと同じ15歳のとき、椎名林檎は福岡の高校に通いながら、音楽活動に情熱を注いでいました。この頃すでに作詞作曲を始め、独自の世界観を持つ楽曲を生み出していました。学校では制服姿の普通の女子高生でしたが、放課後はギターを抱えて自分の音楽を追求する日々。周囲とは少し違う感性を持つことに悩みながらも、「自分にしか作れない音楽」を信じて創作を続けました。この時期の経験が、後の独創的なアーティスト活動の礎となります。若くして自分の個性と向き合い、それを表現する勇気を持ち続けた姿勢は、多くの人に夢を追うことの大切さを教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:43:33,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,PAFB5B2C,夏目漱石,,15,文学,246,あなたと同じ15歳のとき、夏目漱石は大学予備門（後の第一高等学校）で学んでいました。幼少期に養子に出されるなど複雑な家庭環境で育った漱石は、この頃から読書に没頭し、特に漢文学に深い興味を示していました。成績は優秀でしたが、内向的な性格で友人は少なく、書物の中に自分の居場所を見出していたのです。この時期に培った深い教養と孤独への洞察が、後に『こころ』や『坊っちゃん』など、人間の内面を鋭く描く名作を生み出す土台となりました。若き日の孤独な読書体験は、日本を代表する文豪への第一歩だったのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:43:40,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,文学,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,PE695E4B,芥川龍之介,,16,文学,303,あなたと同じ16歳のとき、芥川龍之介は府立第三中学校を首席で卒業し、第一高等学校に入学しました。幼少期から「神童」と呼ばれた龍之介でしたが、この頃から文学への情熱を本格的に燃やし始めます。夏目漱石の作品に深く傾倒し、特に『吾輩は猫である』に感銘を受けました。同級生たちと文学論を戦わせ、古今東西の作品を読み漁る日々。病弱な体質に悩みながらも、知的好奇心は人一倍旺盛で、図書館に通い詰めては英語やドイツ語の原書にも挑戦しました。この時期の圧倒的な読書量と、文学への真摯な姿勢が、後の「羅生門」「鼻」などの名作を生み出す土台となったのです。若き龍之介の姿は、好きなことに夢中になることの大切さを教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:43:48,,,,AWARD,,7.0,87.14285714285714,,,7.0,,若き挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,文学,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,PECD03AB,太宰治,,16,文学,282,あなたと同じ16歳のとき、太宰治は青森県立青森中学校の5年生として、文学への情熱を燃やしていました。この年、彼は同級生たちと回覧雑誌「星座」を創刊し、小説や評論を次々と執筆しました。芥川龍之介の自殺に深い衝撃を受けた太宰は、文学こそが自分の生きる道だと確信します。裕福な家庭に生まれながらも、既存の価値観に疑問を抱き、文学を通じて自分の内面と向き合おうとしました。仲間と夜遅くまで文学論を戦わせ、原稿用紙に向かう日々。この時期の創作活動が、後の文豪・太宰治の原点となったのです。10代の彼の真摯な文学への姿勢は、夢を追い求めるすべての若者への励ましとなっています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:43:56,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,文学,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P1D59005,川端康成,,16,文学,295,あなたと同じ16歳のとき、川端康成は大阪府立茨木中学校の寄宿舎で暮らしながら、人生最大の喪失を経験していました。祖父母に育てられた康成は、15歳で祖母を、そして16歳でただ一人の肉親だった祖父を亡くし、天涯孤独となったのです。祖父の最期を看取りながら、康成は日記に克明な記録を残しました。この「十六歳の日記」は後に彼の文学の原点となります。深い孤独と死の体験は、少年の心に消えない痕跡を刻みました。しかし康成は絶望に沈むことなく、文学の道を志すことで自らの居場所を見出そうとしたのです。この時期の体験が、後の「伊豆の踊子」や「雪国」など、孤独と美を描く作家・川端康成を形作る礎となりました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:44:05,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,文学,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P72B391A,三島由紀夫,,18,文学,277,あなたと同じ18歳のとき、三島由紀夫は東京大学法学部に在学しながら、処女作『花ざかりの森』を発表しました。太平洋戦争末期という困難な時代、空襲警報が鳴り響く中でも、彼は古典的な美の世界を追求し続けました。徴兵検査では誤診により入隊を免れ、その複雑な思いを抱えながらも創作に没頭します。この作品は、死と美をテーマにした独特の文体で文壇の注目を集めました。戦時下という制約の中、若き三島は自らの文学的才能を信じ、伝統的な日本の美意識と西洋文学の影響を融合させた独自の世界観を確立し始めたのです。この時期の挑戦が、後の日本を代表する作家への第一歩となりました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:44:14,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,文学,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P5185F6A,村上春樹,,18,文学,272,あなたと同じ18歳のとき、村上春樹は早稲田大学第一文学部演劇映像専攻に入学しました。1968年、学生運動が最も激しかった時代です。多くの学生が政治運動に熱中する中、彼はジャズ喫茶に通い詰め、膨大な量の海外文学を読みふけりました。周囲とは異なる道を選んだ彼は、レコードを聴きながらフィッツジェラルドやカポーティの原書を読み、自分だけの感性を磨いていったのです。時代の大きな波に流されず、自分が本当に好きなものを追求したこの姿勢が、後の作家活動の土台となりました。誰もが同じ方向を向く時代にこそ、自分らしさを見失わないことの大切さを教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:44:22,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,文学,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P81F556E,手塚治虫,,19,アニメ・漫画・ゲーム,272,あなたと同じ19歳のとき、手塚治虫は医学生として大阪大学に通いながら、漫画家としての第一歩を踏み出しました。1946年、彼は4コマ漫画『マアチャンの日記帳』で念願のデビューを果たします。当時の日本は終戦直後の混乱期。食糧不足で空腹に耐えながらも、手塚は昼は医学の勉強、夜は漫画制作という二足のわらじを履き続けました。医者になることを望む母と、漫画への情熱の間で葛藤しながらも、彼は「両方やり遂げる」と決意。徹夜で原稿を描き上げ、締め切りに間に合わせるため走って出版社に届ける日々でした。この時期の努力が、後の「漫画の神様」への道を開いたのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:44:31,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,アニメ・漫画・ゲーム,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P99E2071,藤子・F・不二雄,,14,アニメ・漫画・ゲーム,286,あなたと同じ14歳のとき、藤子・F・不二雄は漫画家としての第一歩を踏み出しました。1951年、中学3年生だった彼は、幼なじみの安孫子素雄（後の藤子不二雄Ⓐ）と共に、『毎日小学生新聞』に4コマ漫画「天使の玉ちゃん」を投稿し、見事採用されたのです。二人は「足塚不二雄」というペンネームを使い、憧れの手塚治虫先生にあやかりました。学業と創作活動の両立に悩みながらも、放課後は二人で集まって漫画を描き続けました。この時の情熱と努力が、後の『ドラえもん』などの名作を生み出す原点となったのです。夢を諦めず、友と共に挑戦し続けた14歳の決断が、日本の漫画史を変える第一歩となりました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:44:39,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,アニメ・漫画・ゲーム,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P659FDC0,鳥山明,,15,アニメ・漫画・ゲーム,283,あなたと同じ15歳のとき、鳥山明は愛知県の高校に通いながら、独学で絵の技術を磨いていました。もともと漫画やアニメが大好きだった彼は、授業中もノートの隅に落書きをするほど絵を描くことに夢中でした。この頃から雑誌のイラストコーナーに作品を投稿し始め、自分の絵が活字になる喜びを知ります。しかし、当時は漫画家になることを真剣には考えておらず、ただ純粋に「絵を描くことが楽しい」という気持ちで筆を走らせていました。この時期の地道な練習と投稿経験が、後に『ドラゴンボール』や『Dr.スランプ』を生み出す基礎となったのです。好きなことを続ける大切さを教えてくれるエピソードです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:44:46,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,アニメ・漫画・ゲーム,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
,P44395AA,尾田栄一郎,,15,アニメ・漫画・ゲーム,293,あなたと同じ15歳のとき、尾田栄一郎は高校1年生でありながら、プロの漫画家のアシスタントとして働き始めました。熊本の高校に通いながら、放課後や週末を利用して漫画制作の現場で技術を学んだのです。同級生が部活動や遊びに夢中になる中、彼は「海賊王」を描くという夢に向かって、睡眠時間を削りながら漫画の基礎を必死に習得していきました。学業との両立は容易ではありませんでしたが、この時期に培った技術と根気強さが、後の『ONE PIECE』誕生の礎となりました。10代の早い段階から明確な目標を持ち、それに向かって具体的な行動を起こした彼の姿勢は、夢を追いかける若者たちに大きな勇気を与えています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:44:54,,,,AWARD,,7.0,82.14285714285714,,,7.0,,若き挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,アニメ・漫画・ゲーム,,,,,,,,,,,,,10代,,,,,,,,,,,,,,
